Sample	sequence_length_distribution	overrepresented_sequences	%GC	per_base_sequence_quality	Encoding	avg_sequence_length	per_sequence_quality_scores	per_base_n_content	Filtered Sequences	per_base_sequence_content	Sequence length	File type	sequence_duplication_levels	per_sequence_gc_content	per_base_gc_content	kmer_content	Total Sequences	basic_statistics	Filename
L_goodei_NA_BW_1_R2	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10362426.0	pass	L_goodei_NA_BW_1_R2.fastq.gz
L_goodei_NA_BW_2_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14108284.0	pass	L_goodei_NA_BW_2_R1.fastq.gz
L_goodei_NA_BW_2_R2	pass	pass	49.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14108284.0	pass	L_goodei_NA_BW_2_R2.fastq.gz
L_goodei_NA_BW_3_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	13495232.0	pass	L_goodei_NA_BW_3_R1.fastq.gz
L_goodei_NA_BW_3_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	13495232.0	pass	L_goodei_NA_BW_3_R2.fastq.gz
L_goodei_NA_FW_1_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	22802376.0	pass	L_goodei_NA_FW_1_R1.fastq.gz
L_goodei_NA_FW_1_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	22802376.0	pass	L_goodei_NA_FW_1_R2.fastq.gz
L_goodei_NA_FW_2_R1	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	pass	fail	warn	7021444.0	pass	L_goodei_NA_FW_2_R1.fastq.gz
L_goodei_NA_FW_2_R2	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	7021444.0	pass	L_goodei_NA_FW_2_R2.fastq.gz
L_goodei_NA_FW_3_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	pass	fail	fail	8110153.0	pass	L_goodei_NA_FW_3_R1.fastq.gz
L_goodei_NA_FW_3_R2	pass	warn	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	8110153.0	pass	L_goodei_NA_FW_3_R2.fastq.gz
L_goodei_NA_transfer_1_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	pass	fail	warn	9336735.0	pass	L_goodei_NA_transfer_1_R1.fastq.gz
L_goodei_NA_transfer_1_R2	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	pass	fail	fail	9336735.0	pass	L_goodei_NA_transfer_1_R2.fastq.gz
L_goodei_NA_transfer_2_R1	pass	pass	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	pass	fail	warn	13113333.0	pass	L_goodei_NA_transfer_2_R1.fastq.gz
L_goodei_NA_transfer_2_R2	pass	warn	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	pass	fail	fail	13113333.0	pass	L_goodei_NA_transfer_2_R2.fastq.gz
L_goodei_NA_transfer_3_R1	pass	pass	51.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	11671843.0	pass	L_goodei_NA_transfer_3_R1.fastq.gz
L_goodei_NA_transfer_3_R2	pass	warn	51.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	11671843.0	pass	L_goodei_NA_transfer_3_R2.fastq.gz
L_parva_NA_BW_1_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	13536496.0	pass	L_parva_NA_BW_1_R1.fastq.gz
L_parva_NA_BW_1_R2	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	13536496.0	pass	L_parva_NA_BW_1_R2.fastq.gz
L_parva_NA_BW_2_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10964790.0	pass	L_parva_NA_BW_2_R1.fastq.gz
L_parva_NA_BW_2_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10964790.0	pass	L_parva_NA_BW_2_R2.fastq.gz
L_parva_NA_BW_3_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	15104578.0	pass	L_parva_NA_BW_3_R1.fastq.gz
L_parva_NA_BW_3_R2	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	15104578.0	pass	L_parva_NA_BW_3_R2.fastq.gz
L_parva_NA_FW_1_R1	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10801489.0	pass	L_parva_NA_FW_1_R1.fastq.gz
L_parva_NA_FW_1_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	fail	10801489.0	pass	L_parva_NA_FW_1_R2.fastq.gz
L_parva_NA_FW_2_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	18159750.0	pass	L_parva_NA_FW_2_R1.fastq.gz
L_parva_NA_FW_2_R2	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	fail	18159750.0	pass	L_parva_NA_FW_2_R2.fastq.gz
L_parva_NA_FW_3_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12101746.0	pass	L_parva_NA_FW_3_R1.fastq.gz
L_parva_NA_FW_3_R2	pass	warn	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12101746.0	pass	L_parva_NA_FW_3_R2.fastq.gz
L_parva_NA_transfer_1_R1	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14723408.0	pass	L_parva_NA_transfer_1_R1.fastq.gz
L_parva_NA_transfer_1_R2	pass	pass	50.0	fail	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	14723408.0	pass	L_parva_NA_transfer_1_R2.fastq.gz
L_parva_NA_transfer_2_R1	pass	warn	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	19686042.0	pass	L_parva_NA_transfer_2_R1.fastq.gz
L_parva_NA_transfer_2_R2	pass	pass	50.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	fail	warn	fail	warn	19686042.0	pass	L_parva_NA_transfer_2_R2.fastq.gz
L_parva_NA_transfer_3_R1	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12882551.0	pass	L_parva_NA_transfer_3_R1.fastq.gz
L_parva_NA_transfer_3_R2	pass	pass	49.0	pass	Sanger / Illumina 1.9	100.0	pass	pass	0.0	fail	100.0	Conventional base calls	warn	warn	fail	warn	12882551.0	pass	L_parva_NA_transfer_3_R2.fastq.gz
